#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested
0,Sun Mar 01 14:07:31 EST 2020,100,100,Assignment10Suite,AssertingBridgeSceneDynamicTestCase+ AsyncArthurAnimationTestCase+ AsyncGalahadAnimationTestCase+ AsyncLancelotAnimationTestCase+ AsyncRobinAnimationTestCase+ MoveCommandObjectTestCase+ SayCommandObjectTestCase+ , , , ,
1,Sun Mar 01 14:08:38 EST 2020,100,0,Assignment10Suite,AssertingBridgeSceneDynamicTestCase AsyncArthurAnimationTestCase AsyncGalahadAnimationTestCase AsyncLancelotAnimationTestCase AsyncRobinAnimationTestCase MoveCommandObjectTestCase SayCommandObjectTestCase , , , ,
