#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested
0,Tue Oct 23 23:21:14 EDT 2018,31,31,Assignment6Suite,BridgeSceneDynamicTestCase+ GorgeReturnedTestCase+ GuardAreaReturnedTestCase+ KnightAreaReturnedTestCase+ KnightTurnReturnedTestCase+ OccupiedReturnedTestCase+ , ,ApproachHistoryTest- BridgeSceneArthurScrollLeftArmTestCase- BridgeSceneArthurScrollRightLegTestCase- BridgeSceneGalahadScrollLeftArmTestCase- BridgeSceneLancelotScrollLeftArmTestCase- BridgeSceneRobinScrollLeftArmTestCase- FailHistoryTest- NumberHistoryTest- PassHistoryTest- QuoteHistoryTest- RepeatHistoryTest- SayHistoryTest- WordHistoryTest- , ,
1,Tue Oct 23 23:47:42 EDT 2018,57,26,Assignment6Suite,BridgeSceneArthurScrollLeftArmTestCase+ BridgeSceneArthurScrollRightLegTestCase+ BridgeSceneDynamicTestCase BridgeSceneGalahadScrollLeftArmTestCase+ BridgeSceneLancelotScrollLeftArmTestCase+ BridgeSceneRobinScrollLeftArmTestCase+ GorgeReturnedTestCase GuardAreaReturnedTestCase KnightAreaReturnedTestCase KnightTurnReturnedTestCase OccupiedReturnedTestCase , ,ApproachHistoryTest FailHistoryTest NumberHistoryTest PassHistoryTest QuoteHistoryTest RepeatHistoryTest SayHistoryTest WordHistoryTest , ,
